example_id,conversation_id,interaction_id,conversation_context,customer_message,ground_truth_intent,historical_reference_reply,is_multi_turn,message_position,risk_tier,requires_human_escalation,escalation_reason,annotation_notes,annotation_version
GOLD_179,CONV_AH_735070,INT_AH_735070,,"写真集もう届いた！
Amazonはえー https://t.co/eIKL1bvddN",,@295861 Amazonでお買い求めいただき、ありがとうございます‼️ 早くお届けできてよかったです😊✨ RI,False,1,,,,,phase4_v1
GOLD_180,CONV_AH_749743,INT_AH_749743,,.@AmazonHelp help,,@299213 We'd love to help out in any way we can! Can you tell us what's going on? ^AL,False,1,,,,,phase4_v1
GOLD_181,CONV_AH_777842,INT_AH_777842,,#GreatIndianFestival by @115850 for the third time in a month? Similar by @118702 too! What's wrong with them?,,@305708 More deals = More happiness. Hope you grabbed one! ^AH,False,1,,,,,phase4_v1
GOLD_182,CONV_AH_785514,INT_AH_785514,,Ahh the usual excuses from @115830 again. Your cd won't be here release day unfortunately the  supplier changed the day 😡 https://t.co/wFuQRSXmNQ,,@307425 Really sorry about this Dave. ^KM,False,1,,,,,phase4_v1
GOLD_183,CONV_AH_787879,INT_AH_787879,,@AmazonHelp hi when will Wwe2k18 deluxe edition be available again ?,,"@215292 I'm sorry, we don't have any further info on this. We recommend to keep checking the site &amp; social media for updates. ^KM",False,1,,,,,phase4_v1
GOLD_184,CONV_AH_790628,INT_AH_790628,,"When you realise you have a £25 amazon voucher from last year, so you can do your food shopping on prime now to save money 😍😍😍",,@308532 Success! 🙌 ^NV,False,1,,,,,phase4_v1
GOLD_185,CONV_AH_805579,INT_AH_805579,,@115850 struggling with a delivery that was promised by today...customer promise not delivered! #badcustomerservice #failure 2nd time!,,@311962 Apologies for the ordeal Mohit. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,False,1,,,,,phase4_v1
GOLD_186,CONV_AH_816150,INT_AH_816150,,"@115825 @AmazonHelp #mrrobotseason3 ist ja nun gestartet , gibt es schon ein Termin wen es bei euch verfügbar ist in deutsch?
#frage",,"@314347 Leider haben wir noch kein Startdatum für die deutsche Version. Wenn es soweit sein sollte, erfährst du es hier ^AV",False,1,,,,,phase4_v1
GOLD_187,CONV_AH_823154,INT_AH_823154,,Can you use @115888 with @115821 #echo #AmazonEcho ??,,@316086 Great question! To be able to use Spotify on the Echo you'll need a premium account. More info here: https://t.co/aQwgIRVHlI ^KP,False,1,,,,,phase4_v1
GOLD_188,CONV_AH_8581,INT_AH_8581,,@AmazonHelp hi I cancelled an item today but the money has not shown back up in my bank yet can you tell me how long it takes?,,"@117511 Hi there, items are not billed to you until they have shipped. If you have been charged for the order already, the refund will reflect on your account within 5-7 business days. You can read more about it here:

https://t.co/dexHjftwpD

-RD",False,1,,,,,phase4_v1
GOLD_189,CONV_AH_865670,INT_AH_865670,,Da gusto cuando tienes un problema y @116928 te lo resuelve. Sois grandes!!,,"@325575 Estamos para ayudarte siempre que necesites, Alberto 🤗. ¡Saludos! ^AZ https://t.co/A2cchS6hve",False,1,,,,,phase4_v1
GOLD_190,CONV_AH_879186,INT_AH_879186,,Is it possible to buy an Amazon Prime account in India with an Amazon Gift Card? @115850,,@328723 Yes! You will be able to pay via Amazon pay balance for prime membership. ^SQ,False,1,,,,,phase4_v1
GOLD_191,CONV_AH_882491,INT_AH_882490,,@AmazonHelp And your phone agent just hung up on me...,,@329553 I'm sorry for the delay! We're here to help. Please provide your order details for us here: https://t.co/7nfUVe9en5 ^MB,False,1,,,,,phase4_v1
GOLD_192,CONV_AH_888019,INT_AH_888019,,@AmazonHelp soooo where’s my parcel been stuck in all day and no sign of it your tracking app just says left Maidstone at 9:12,,"@330849 Sorry about the frustration, Gary! Parcels can be delivered up until 21:00. Let us know if it doesn't arrive by then! ^HM",False,1,,,,,phase4_v1
GOLD_193,CONV_AH_895092,INT_AH_895092,,Just popped to @22272 to pick up @115830 ordered @332527 50 Great Battles(+maps)To find this manual in the parcel instead ! https://t.co/D1RF417ACA,,@332526 I'm sorry for the trouble with your order. You can view your available options here: https://t.co/HmIkkFfyG6 ^DA,False,1,,,,,phase4_v1
GOLD_194,CONV_AH_899504,INT_AH_899504,,"So I order  through @115821 who, suggests I purchase the dash button for my item. I do only to find my item is not supported in setup. #wtf",,"@284085 Oh no, I'm sorry for the inconvenience! If you'd like to return it, you can do so here: https://t.co/npMLQNeBZx ^DW",False,1,,,,,phase4_v1
GOLD_195,CONV_AH_931824,INT_AH_931824,,"Er, @115830. You asked me what I thought about this delivery. Luckily, a subsequent junk mail delivery pushed it through the letterbox. https://t.co/Q0405mKLF2",,"@341039 I'm so sorry to see this, Andrew! Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this with you. ^HC",False,1,,,,,phase4_v1
GOLD_196,CONV_AH_931941,INT_AH_931941,,Realised @115850 sale is the most bullshit sale ever. Hike the price and provide 'discounts' on that. Not going to bother ever again.,,"@341062 That's quite a remark, Subhramani. Please check ""Today's Deals"" page for any deals/ offers. ^SV",False,1,,,,,phase4_v1
GOLD_197,CONV_AH_950911,INT_AH_950911,,"@116928 buenas, hay previsión pronta nula opción de app prime vídeo en Appletv ?",,@345558 Hola.No tenemos informaciones al respecto. Te recomendamos que veas nuestra página regularmente para novedades y redes sociales. ^JJ,False,1,,,,,phase4_v1
GOLD_198,CONV_AH_958623,INT_AH_958623,,アマゾンって最近明細書入ってないの？,,@347455 リプライ失礼いたします。当サイトでは一部の商品について納品書・領収書を同梱せずにお届けしております。必要な場合は、お手数ですが、アカウントサービスの注文履歴「領収書/購入明細書」を印刷してご利用ください。https://t.co/9wsiwHLdTZ HM,False,1,,,,,phase4_v1
GOLD_199,CONV_AH_975743,INT_AH_975743,,Amazon全然荷物届かんっちゃけどなんばしよっとかいな,,@351396 お届け予定日を過ぎても未着の場合、状況をお調べしますのでURLよりお問い合わせください。Amazonが発送する場合：https://t.co/J6YEizo6qC 出品者が発送する場合：https://t.co/ZXCXcbN3Tv EK,False,1,,,,,phase4_v1
GOLD_200,CONV_AH_980784,INT_AH_980784,,"アマゾンから荷物が届かない。
いつ届くんだろう。。。",,"@352551 アマゾンです。お届け予定日を経過している場合、発送元をご確認の上、アマゾン発送→https://t.co/NtNAX37Sr4、出品者発送→https://t.co/w7C5ow2oPx
それぞれの方法でお問い合わせください。ET",False,1,,,,,phase4_v1
